loopId	chrA	startA	endA	chrB	startB	endB	distance
loopId3115	chr1	116377378	116382378	chr1	117057378	117062378	680000
loopId3116	chr14	60328282	60333282	chr14	60558282	60563282	230000
loopId3117	chr15	78112658	78117658	chr15	78192658	78197658	80000
loopId3118	chr14	60203282	60213282	chr14	60253282	60263282	50000
loopId3119	chr12	96571222	96576222	chr12	96981222	96986222	410000
loopId3120	chr14	60203282	60208282	chr14	60558282	60563282	355000
loopId3121	chr19	10504324	10509324	chr19	10564324	10569324	60000
loopId3122	chr14	61493282	61503282	chr14	61723282	61733282	230000
loopId3123	chr14	61388282	61393282	chr14	61438282	61443282	50000
loopId3124	chr15	77987658	77997658	chr15	78757658	78767658	770000
loopId3125	chr14	61323282	61328282	chr14	61383282	61388282	60000
loopId3126	chr12	94326224	94336224	chr12	94526224	94536224	200000
loopId3127	chr2	64212866	64222866	chr2	64482866	64492866	270000
loopId3128	chr12	9327404	9332404	chr12	9362404	9367404	35000
loopId3129	chr14	63638282	63643282	chr14	63768282	63773282	130000
loopId3130	chr15	38557799	38562799	chr15	38622799	38627799	65000
loopId3131	chr14	63638282	63643282	chr14	63723282	63728282	85000
loopId3132	chr15	77962658	77967658	chr15	78102658	78107658	140000
loopId3133	chr15	40037799	40047799	chr15	40267799	40277799	230000
loopId3134	chr19	10714324	10719324	chr19	10864324	10869324	150000
loopId3135	chr15	39787799	39792799	chr15	39872799	39877799	85000
loopId3136	chr15	77947658	77957658	chr15	78747658	78757658	800000
loopId3137	chr6	11494767	11499767	chr6	11574767	11579767	80000
loopId3138	chr6	115893836	115898836	chr6	116098837	116103837	205001
loopId3139	chr6	116008837	116013837	chr6	116098837	116103837	90000
loopId3140	chr6	11649767	11659767	chr6	12599768	12609768	950001
loopId3141	chr6	116278837	116288837	chr6	116528837	116538837	250000
loopId3142	chr6	11824767	11829767	chr6	12004767	12009767	180000
loopId3143	chr5	178732999	178737999	chr5	178827999	178832999	95000
loopId3144	chr5	17899891	17909891	chr5	17979891	17989891	80000
loopId3145	chr5	177452999	177457999	chr5	177497999	177502999	45000
loopId3146	chr5	177942999	177952999	chr5	179512999	179522999	1570000
loopId3147	chr5	180803000	180808000	chr5	180863000	180868000	60000
loopId3148	chr5	180863000	180868000	chr5	181153000	181158000	290000
loopId3149	chr17	13346683	13351683	chr17	13391683	13396683	45000
loopId3150	chr17	13386683	13396683	chr17	13516683	13526683	130000
loopId3151	chr17	12276683	12286683	chr17	12426683	12436683	150000
loopId3152	chr17	13336683	13341683	chr17	13516683	13521683	180000
loopId3153	chr1	70354317	70359317	chr1	70409317	70414317	55000
loopId3154	chr17	1121664	1126665	chr17	1181706	1186706	60042
loopId3155	chr1	69314317	69324317	chr1	69374317	69384317	60000
loopId3156	chr16	9841143	9846143	chr16	9966143	9971143	125000
loopId3157	chr16	8891143	8896143	chr16	9131143	9136143	240000
loopId3158	chr16	9646143	9656143	chr16	9836143	9846143	190000
loopId3159	chr8	33512482	33517482	chr8	33587482	33592482	75000
loopId3160	chr8	36852482	36862482	chr8	37142482	37152482	290000
loopId3161	chr8	37087482	37092482	chr8	37147482	37152482	60000
loopId3162	chr8	37142482	37152482	chr8	37892482	37902482	750000
loopId3163	chr8	30652483	30657483	chr8	30722483	30727483	70000
loopId3164	chr8	32552482	32557482	chr8	33102482	33107482	550000
loopId3165	chr8	32557482	32562482	chr8	32882482	32887482	325000
loopId3166	chr8	32972482	32982482	chr8	33102482	33112482	130000
loopId3167	chr8	37847482	37852482	chr8	37912482	37917482	65000
loopId3168	chr8	37887482	37892482	chr8	38767482	38772482	880000
loopId3169	chr2	75462874	75467874	chr2	75607874	75612874	145000
loopId3170	chr2	7424869	7429869	chr2	8684870	8689870	1260001
loopId3171	chr2	7424869	7429869	chr2	8484870	8489870	1060001
loopId3172	chr2	7424869	7429869	chr2	8404870	8409870	980001
loopId3173	chr2	76202874	76207874	chr2	76597874	76602874	395000
loopId3174	chr2	75797874	75802874	chr2	75892874	75897874	95000
loopId3175	chr2	75797874	75802874	chr2	75832874	75837874	35000
loopId3176	chr2	7429869	7439869	chr2	7659869	7669869	230000
loopId3177	chr2	7724869	7729869	chr2	8309870	8314870	585001
loopId3178	chr2	76202874	76212874	chr2	76442874	76452874	240000
loopId3179	chr5	149630437	149640437	chr5	149990437	150000437	360000
loopId3180	chr5	149565437	149570437	chr5	149615437	149620437	50000
loopId3181	chr5	149665437	149670437	chr5	149825437	149830437	160000
loopId3182	chr5	149635437	149640437	chr5	149825437	149830437	190000
loopId3183	chr5	148740437	148750437	chr5	148800437	148810437	60000
loopId3184	chr5	148185437	148190437	chr5	148225437	148230437	40000
loopId3185	chr5	149440437	149445437	chr5	149550437	149555437	110000
loopId3186	chr5	149385437	149390437	chr5	149425437	149430437	40000
loopId3187	chr5	150155437	150160437	chr5	150215437	150220437	60000
loopId3188	chr5	1494885	1499885	chr5	1779885	1784885	285000
loopId3189	chr10	23361071	23366071	chr10	23411071	23416071	50000
loopId3190	chr10	24641071	24646071	chr10	24711071	24716071	70000
loopId3191	chr10	22001071	22006071	chr10	22316071	22321071	315000
loopId3192	chr10	22001071	22011071	chr10	23061071	23071071	1060000
loopId3193	chr10	21276071	21281071	chr10	21491071	21496071	215000
loopId3194	chr10	21281071	21291071	chr10	21351071	21361071	70000
loopId3195	chr10	22711071	22716071	chr10	22981071	22986071	270000
loopId3196	chr10	23156071	23161071	chr10	23291071	23296071	135000
loopId3197	chr10	22226071	22231071	chr10	22316071	22321071	90000
loopId3198	chr10	22316071	22321071	chr10	22986071	22991071	670000
loopId3199	chr9	122462721	122467721	chr9	122807721	122812721	345000
loopId3200	chr9	94677718	94687718	chr9	94917718	94927718	240000
loopId3201	chr9	94782718	94787718	chr9	94917718	94922718	135000
loopId3202	chr9	95457718	95462718	chr9	95502718	95507718	45000
loopId3203	chr9	96417718	96427718	chr9	96657718	96667718	240000
loopId3204	chr9	92322718	92327718	chr9	92642718	92647718	320000
loopId3205	chr9	92712718	92717718	chr9	92787718	92792718	75000
loopId3206	chr9	92997718	93007718	chr9	93057718	93067718	60000
loopId3207	chr9	94377718	94387718	chr9	97007718	97017718	2630000
loopId3208	chr9	96437718	96442718	chr9	96562718	96567718	125000
loopId3209	chr9	96442718	96447718	chr9	96652718	96657718	210000
loopId3210	chr14	69613283	69618283	chr14	69648283	69653283	35000
loopId3211	chr14	69263283	69268283	chr14	69353283	69358283	90000
loopId3212	chr1	46474328	46479328	chr1	46524328	46529328	50000
loopId3213	chr14	68783283	68788283	chr14	68818283	68823283	35000
loopId3214	chr14	68738283	68743283	chr14	68783283	68788283	45000
loopId3215	chr14	68503283	68508283	chr14	68783283	68788283	280000
loopId3216	chr14	68403283	68413283	chr14	68813283	68823283	410000
loopId3217	chr14	68403283	68413283	chr14	68683283	68693283	280000
loopId3218	chr14	68403283	68408283	chr14	68783283	68788283	380000
loopId3219	chr14	68378283	68383283	chr14	68783283	68788283	405000
loopId3220	chr12	575834	580834	chr12	810834	815834	235000
loopId3221	chr12	575834	580834	chr12	750834	755834	175000
loopId3222	chr12	68231220	68236220	chr12	68301220	68306220	70000
loopId3223	chr12	6750834	6755834	chr12	6825835	6830836	75001
loopId3224	chr12	68041220	68046220	chr12	68156220	68161220	115000
loopId3225	chr12	65961220	65966220	chr12	66086220	66091220	125000
loopId3226	chr12	68041220	68046220	chr12	68306220	68311220	265000
loopId3227	chr12	68041220	68046220	chr12	68216220	68221220	175000
loopId3228	chr12	68441220	68446220	chr12	68611220	68616220	170000
loopId3229	chr12	68356220	68361220	chr12	68806220	68811220	450000
loopId3230	chr14	102783663	102788663	chr14	102818663	102823663	35000
loopId3231	chr14	102693663	102698663	chr14	102773663	102778663	80000
loopId3232	chr11	66222529	66227529	chr11	66257529	66262529	35000
loopId3233	chr11	66077529	66082529	chr11	66257529	66262529	180000
loopId3234	chr1	165595763	165600763	chr1	165910763	165915763	315000
loopId3235	chr11	65777529	65782529	chr11	65817529	65822529	40000
loopId3236	chr1	165770763	165775763	chr1	165825763	165830763	55000
loopId3237	chr11	65887529	65892529	chr11	65987529	65992529	100000
loopId3238	chr1	165390763	165395763	chr1	165595763	165600763	205000
loopId3239	chr11	65422529	65432529	chr11	65492529	65502529	70000
loopId3240	chr11	6528770	6533770	chr11	6678769	6683769	149999
loopId3241	chr11	65707529	65712529	chr11	65817529	65822529	110000
loopId3242	chr1	25243509	25248509	chr1	25333509	25338509	90000
loopId3243	chr7	7760369	7765369	chr7	7815369	7820369	55000
loopId3244	chr7	77790683	77800683	chr7	77930683	77940683	140000
loopId3245	chr7	77650683	77660683	chr7	77750683	77760683	100000
loopId3246	chr1	25283509	25293509	chr1	25403509	25413509	120000
loopId3247	chr7	7680369	7685369	chr7	7760369	7765369	80000
loopId3248	chr7	77265683	77270683	chr7	77325683	77330683	60000
loopId3249	chr7	77245683	77250683	chr7	77330683	77335683	85000
loopId3250	chr7	77155683	77160683	chr7	77200683	77205683	45000
loopId3251	chr7	77150683	77160683	chr7	77240683	77250683	90000
loopId3252	chr7	77150683	77160683	chr7	102709553	102719553	25558870
loopId3253	chr12	55656216	55661216	chr12	55736216	55741216	80000
loopId3254	chr9	100037718	100042718	chr9	100082718	100087718	45000
loopId3255	chr9	100027718	100032718	chr9	100217718	100222718	190000
loopId3256	chr9	101457718	101467718	chr9	101527718	101537718	70000
loopId3257	chr9	101162718	101167718	chr9	101227718	101232718	65000
loopId3258	chr9	98117718	98122718	chr9	98257718	98262718	140000
loopId3259	chr9	98072718	98077718	chr9	98117718	98122718	45000
loopId3260	chr9	99182718	99187718	chr9	99817718	99822718	635000
loopId3261	chr9	98987718	98997718	chr9	99127718	99137718	140000
loopId3262	chr9	104597719	104607719	chr9	104657719	104667719	60000
loopId3263	chr9	104497719	104502719	chr9	104677719	104682719	180000
loopId3264	chr12	55736216	55741216	chr12	55926216	55931216	190000
loopId3265	chr12	55816216	55826216	chr12	55926216	55936216	110000
loopId3266	chr10	76090242	76100242	chr10	76300242	76310242	210000
loopId3267	chr10	75610242	75615242	chr10	76300242	76305242	690000
loopId3268	chr10	77160242	77170242	chr10	77490242	77500242	330000
loopId3269	chr10	76205242	76210242	chr10	76295242	76300242	90000
loopId3270	chr10	75400242	75405242	chr10	76035242	76040242	635000
loopId3271	chr10	75400242	75405242	chr10	75610242	75615242	210000
loopId3272	chr10	75610242	75615242	chr10	75770242	75775242	160000
loopId3273	chr10	75400242	75410242	chr10	75760242	75770242	360000
loopId3274	chr10	77170242	77175242	chr10	77645242	77650242	475000
loopId3275	chr10	77165242	77170242	chr10	77710242	77715242	545000
loopId3276	chr2	57902865	57912865	chr2	58042865	58052865	140000
loopId3277	chr2	57902865	57912865	chr2	58152865	58162865	250000
loopId3278	chr12	94146224	94156224	chr12	94526224	94536224	380000
loopId3279	chr2	55002864	55012864	chr2	55162864	55172864	160000
loopId3280	chr2	56187865	56192865	chr2	56372865	56377865	185000
loopId3281	chr2	56192865	56197865	chr2	56227865	56232865	35000
loopId3282	chr2	56192865	56197865	chr2	56272865	56277865	80000
loopId3283	chr2	56227865	56232865	chr2	56272865	56277865	45000
loopId3284	chr2	57757865	57762865	chr2	57892865	57897865	135000
loopId3285	chr2	57902865	57907865	chr2	58232865	58237865	330000
loopId3286	chr2	57902865	57907865	chr2	58447865	58452865	545000
loopId3287	chr16	23183679	23188679	chr16	23288679	23293679	105000
loopId3288	chr2	230475285	230485285	chr2	230595285	230605285	120000
loopId3289	chr2	230660285	230665285	chr2	230710285	230715285	50000
loopId3290	chr2	230225285	230230285	chr2	230415285	230420285	190000
loopId3291	chr2	230325285	230330285	chr2	230415285	230420285	90000
loopId3292	chr22	30634013	30644013	chr22	30914013	30924013	280000
loopId3293	chr2	230195284	230205285	chr2	230285285	230295285	90001
loopId3294	chr2	230005284	230010284	chr2	230610285	230615285	605001
loopId3295	chr22	30634013	30639013	chr22	30744013	30749013	110000
loopId3296	chr2	230660285	230665285	chr2	230800285	230805285	140000
loopId3297	chr2	230830285	230835285	chr2	230985285	230990285	155000
loopId3298	chr12	93566224	93576224	chr12	94096224	94106224	530000
loopId3299	chr1	107427378	107432378	chr1	107527378	107532378	100000
loopId3300	chr16	21878679	21888679	chr16	21928679	21938679	50000
loopId3301	chr18	45900035	45910035	chr18	46070034	46080034	169999
loopId3302	chr18	45670035	45680035	chr18	45870035	45880035	200000
loopId3303	chr18	4270000	4275000	chr18	4385000	4390000	115000
loopId3304	chr18	45100035	45105035	chr18	45195035	45200035	95000
loopId3305	chr18	44910035	44915035	chr18	45210035	45215035	300000
loopId3306	chr18	44795035	44800035	chr18	44890035	44895035	95000
loopId3307	chr18	44680035	44690035	chr18	45190035	45200035	510000
loopId3308	chr18	44680035	44690035	chr18	44790035	44800035	110000
loopId3309	chr18	44675035	44680035	chr18	45210035	45215035	535000
loopId3310	chr18	44675035	44680035	chr18	44895035	44900035	220000
loopId3311	chr12	93241224	93246224	chr12	93376224	93381224	135000
loopId3312	chr16	22003679	22008679	chr16	22073679	22078679	70000
loopId3313	chr12	93566224	93576224	chr12	93736224	93746224	170000
loopId3314	chr16	22003679	22008679	chr16	22188679	22193679	185000
loopId3315	chr12	93026224	93036224	chr12	93166224	93176224	140000
loopId3316	chr12	93166224	93171224	chr12	93386224	93391224	220000
loopId3317	chr1	236116700	236126700	chr1	236506700	236516700	390000
loopId3318	chr1	236156700	236161700	chr1	236281700	236286700	125000
loopId3319	chr1	235986700	235996700	chr1	236156700	236166700	170000
loopId3320	chr1	236116700	236126700	chr1	236476700	236486700	360000
loopId3321	chr12	38051198	38056198	chr12	38131198	38136198	80000
loopId3322	chr12	38051198	38056198	chr12	38316198	38321198	265000
loopId3323	chr1	23493507	23498508	chr1	23538508	23543509	45001
loopId3324	chr1	238186700	238196700	chr1	238236700	238246700	50000
loopId3325	chr12	38056198	38061198	chr12	38106198	38111198	50000
loopId3326	chr12	38136198	38141198	chr12	38316198	38321198	180000
loopId3327	chr1	181035864	181040864	chr1	181130864	181135864	95000
loopId3328	chr1	181095864	181100864	chr1	181130864	181135864	35000
loopId3329	chr1	10494943	10499943	chr1	10939943	10944943	445000
loopId3330	chr11	80813957	80818957	chr11	80848957	80853957	35000
loopId3331	chr1	180880864	180885864	chr1	180920864	180925864	40000
loopId3332	chr4	102618843	102628843	chr4	103018843	103028843	400000
loopId3333	chr4	102818843	102828843	chr4	102868843	102878843	50000
loopId3334	chr4	102338843	102348843	chr4	102428843	102438843	90000
loopId3335	chr4	102428843	102438843	chr4	102618843	102628843	190000
loopId3336	chr4	104863843	104868843	chr4	105123843	105128843	260000
loopId3337	chr4	104868843	104873843	chr4	104938843	104943843	70000
loopId3338	chr4	104488843	104498843	chr4	104858843	104868843	370000
loopId3339	chr4	104488843	104498843	chr4	105468843	105478843	980000
loopId3340	chr4	104868843	104873843	chr4	105058843	105063843	190000
loopId3341	chr4	104868843	104873843	chr4	105468843	105473843	600000
loopId3342	chr11	11168453	11173453	chr11	11233453	11238453	65000
loopId3343	chr11	112224277	112229277	chr11	112279277	112284277	55000
loopId3344	chr1	110782378	110787378	chr1	110827378	110832378	45000
loopId3345	chr1	110872378	110877378	chr1	111217378	111222378	345000
loopId3346	chr11	114399278	114404278	chr11	114434278	114439278	35000
loopId3347	chr11	115334281	115339281	chr11	115924282	115929282	590001
loopId3348	chr11	115494282	115499282	chr11	115919282	115924282	425000
loopId3349	chr1	111027378	111032378	chr1	111217378	111222378	190000
loopId3350	chr11	115859282	115869282	chr11	115989282	115999282	130000
loopId3351	chr11	115919282	115924282	chr11	116074282	116079282	155000
loopId3352	chr5	35854898	35859898	chr5	35919898	35924898	65000
loopId3353	chr5	36409898	36419898	chr5	36689898	36699898	280000
loopId3354	chr5	33849895	33854895	chr5	33929895	33934895	80000
loopId3355	chr5	34954895	34959895	chr5	34999895	35004895	45000
loopId3356	chr5	35089898	35094898	chr5	35224898	35229898	135000
loopId3357	chr5	35089898	35099898	chr5	35179898	35189898	90000
loopId3358	chr5	35239898	35249898	chr5	35429898	35439898	190000
loopId3359	chr5	35239898	35249898	chr5	35919898	35929898	680000
loopId3360	chr5	35774898	35779898	chr5	35919898	35924898	145000
loopId3361	chr5	35849898	35859898	chr5	35899898	35909898	50000
loopId3362	chr8	41992482	42002482	chr8	42152482	42162482	160000
loopId3363	chr12	24837066	24842066	chr12	24947066	24952066	110000
loopId3364	chr8	41702482	41707482	chr8	42152482	42157482	450000
loopId3365	chr8	41702482	41712482	chr8	42382482	42392482	680000
loopId3366	chr8	42689857	42694857	chr8	42804857	42809857	115000
loopId3367	chr8	42764857	42769857	chr8	42799857	42804857	35000
loopId3368	chr8	42182482	42187482	chr8	42267482	42272482	85000
loopId3369	chr12	24837066	24842066	chr12	25127066	25132066	290000
loopId3370	chr8	42834857	42844857	chr8	43064857	43074857	230000
loopId3371	chr8	42839857	42844857	chr8	42894857	42899857	55000
loopId3372	chr1	224732298	224742298	chr1	224842298	224852298	110000
loopId3373	chr2	74547873	74552873	chr2	74582873	74587873	35000
loopId3374	chr2	74482873	74487873	chr2	74582873	74587873	100000
loopId3375	chr7	100477377	100482377	chr7	100542377	100547377	65000
loopId3376	chr2	70087868	70092868	chr2	70137868	70142868	50000
loopId3377	chr2	69912868	69922868	chr2	70062868	70072868	150000
loopId3378	chr2	72892871	72897871	chr2	72932871	72937871	40000
loopId3379	chr2	71067870	71072870	chr2	71122870	71127870	55000
loopId3380	chr2	72892871	72902871	chr2	73172872	73182872	280001
